Rec No;Long Gate Name;Description;Groups;Rec;Rate;DDE; DDE I/A;App;Topic;Item;Source;VPI;Address;Sample;Rate;Compound I/A;K1;Gate1;Op;K2;Gate2;Type;Fmt;Tol/Fil/Len;X1;X2;Y1;Y2;Low;High;RO;ODBC;Local;Lock;LockDef;Replay;TagMapper;StartupDef;StartupHis;StartupRetain;MultiState;LockValue;StatusTag;UnlockTime;LoAlarm;LoLoAlarm;HiAlarm;HiHiAlarm;RocAlarm;DevAlarm;StartupValue;MultiStateID;Gate Name;ExportToCoDeSys;VarName;IO;Address;Sampling;NoSampling;Retain;ReadOnly;InitBy
1534;072HH03T01_001W6;Min Grenzwert VL TempHG Ost_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_127_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH03T01_001W6;0;;0;;0;0;0;0;0
1535;072HH03T01_001W7;Max Grenzwert VL TempHG Ost_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_128_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH03T01_001W7;0;;0;;0;0;0;0;0
1536;072HH03T01_001W8;MW Aussentemp HG Ost_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_129_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH03T01_001W8;0;;0;;0;0;0;0;0
1537;072HH03V01_001Y1;AO Regelventil HG Ost_[%];19bc16d;C;;N;;;;;PLC;3;001:7201_29_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH03V01_001Y1;0;;0;;0;0;0;0;0
1538;072HH03V01_001Y2;AO Regelventil HG Ost_[%];19bc16d;C;;N;;;;;PLC;3;001:7201_29_NDA;I;10000;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH03V01_001Y2;0;;0;;0;0;0;0;0
1539;072HH04C01_001H1;Zeitbefehl HG Sued ( NR);19bc16d;C;;N;;;;;PLC;3;001:7201_142_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04C01_001H1;0;;0;;0;0;0;0;0
1540;072HH04E01_001H1;Betriebswahl HG Sued ( ANR0);19bc16d;C;;N;;;;;PLC;3;001:7201_146_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04E01_001H1;0;;0;;0;0;0;0;0
1541;072HH04P01_001D1;Pumpe HG Sued;19bc16d;C;;N;;;;;PLC;3;001:7201_101_BI_31;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04P01_001D1;0;;0;;0;0;0;0;0
1542;072HH04P01_001D1_ADD;Pumpe HG Sued_[h];19bc16d;C;;N;;;;;PLC;3;001:7201_101_HR;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04P01_001D1_ADD;0;;0;;0;0;0;0;0
1543;072HH04P01_001D2;Pumpe HG Sued;19bc16d;C;;N;;;;;PLC;3;001:7201_82_BN_31;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04P01_001D2;0;;0;;0;0;0;0;0
1544;072HH04P01_001H1;Pumpenschalter HG Sued (0A1)_[h];19bc16d;C;;N;;;;;PLC;3;001:7201_133_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04P01_001H1;0;;0;;0;0;0;0;0
1545;072HH04P01_001S1;DO Pumpe HG Sued;19bc16d;C;;N;;;;;PLC;3;001:7201_43_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04P01_001S1;0;;0;;0;0;0;0;0
1546;072HH04P01_001Z1;Pumpe HG Sued_[h];19bc16d;C;;N;;;;;PLC;3;001:7201_162_CI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04P01_001Z1;0;;0;;0;0;0;0;0
1547;072HH04T01_001M1;VL-Temperatur HG Sued_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_5_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04T01_001M1;0;;0;;0;0;0;0;0
1548;072HH04T01_001W1;XS Raumtemp Tag HG Sued_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_149_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04T01_001W1;0;;0;;0;0;0;0;0
1549;072HH04T01_001W2;SL Heizkurve HG Sued;19bc16d;C;;N;;;;;PLC;3;001:7201_148_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04T01_001W2;0;;0;;0;0;0;0;0
1550;072HH04T01_001W3;XSC VL-Temp HG Sued_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_155_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04T01_001W3;0;;0;;0;0;0;0;0
1551;072HH04T01_001W4;XS Raumtemp Red HG Sued_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_150_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04T01_001W4;0;;0;;0;0;0;0;0
1552;072HH04T01_001W5;XS Heizgrenze HG Sued_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_151_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04T01_001W5;0;;0;;0;0;0;0;0
1553;072HH04T01_001W6;Min Grenzwert VL TempHG Sued_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_152_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04T01_001W6;0;;0;;0;0;0;0;0
1554;072HH04T01_001W7;Max Grenzwert VL TempHG Sued_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_153_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04T01_001W7;0;;0;;0;0;0;0;0
1555;072HH04T01_001W8;MW Aussentemp HG Sued_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_154_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04T01_001W8;0;;0;;0;0;0;0;0
1556;072HH04V01_001Y1;AO Regelventil HG Sued_[%];19bc16d;C;;N;;;;;PLC;3;001:7201_31_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04V01_001Y1;0;;0;;0;0;0;0;0
1557;072HH04V01_001Y2;AO Regelventil HG Sued_[%];19bc16d;C;;N;;;;;PLC;3;001:7201_31_NDA;I;10000;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH04V01_001Y2;0;;0;;0;0;0;0;0
1558;072HH05C01_001H1;Zeitbefehl HG West ( NR);19bc16d;C;;N;;;;;PLC;3;001:7201_131_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05C01_001H1;0;;0;;0;0;0;0;0
1559;072HH05E01_001H1;Betriebswahl HG West ( ANR0);19bc16d;C;;N;;;;;PLC;3;001:7201_132_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05E01_001H1;0;;0;;0;0;0;0;0
1560;072HH05P01_001D1;Pumpe HG West;19bc16d;C;;N;;;;;PLC;3;001:7201_119_BI_31;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05P01_001D1;0;;0;;0;0;0;0;0
1561;072HH05P01_001D1_ADD;Pumpe HG West_[h];19bc16d;C;;N;;;;;PLC;3;001:7201_119_HR;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05P01_001D1_ADD;0;;0;;0;0;0;0;0
1562;072HH05P01_001D2;Pumpe HG West;19bc16d;C;;N;;;;;PLC;3;001:7201_83_BN_31;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05P01_001D2;0;;0;;0;0;0;0;0
1563;072HH05P01_001H1;Pumpenschalter HG West (0A1);19bc16d;C;;N;;;;;PLC;3;001:7201_116_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05P01_001H1;0;;0;;0;0;0;0;0
1564;072HH05P01_001Z1;Pumpe HG West_[h];19bc16d;C;;N;;;;;PLC;3;001:7201_161_CI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05P01_001Z1;0;;0;;0;0;0;0;0
1565;072HH05T01_001M1;VL-Temperatur HG West_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_4_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05T01_001M1;0;;0;;0;0;0;0;0
1566;072HH05T01_001W1;XS Raumtemp Tag HG West_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_135_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05T01_001W1;0;;0;;0;0;0;0;0
1567;072HH05T01_001W2;SL Heizkurve HG West;19bc16d;C;;N;;;;;PLC;3;001:7201_134_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05T01_001W2;0;;0;;0;0;0;0;0
1568;072HH05T01_001W3;XSC VL-Temp HG West_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_141_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05T01_001W3;0;;0;;0;0;0;0;0
1569;072HH05T01_001W4;XS Raumtemp Red HG West_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_136_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05T01_001W4;0;;0;;0;0;0;0;0
1570;072HH05T01_001W5;XS Heizgrenze HG West_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_137_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05T01_001W5;0;;0;;0;0;0;0;0
1571;072HH05T01_001W6;Min Grenzwert VL TempHG West_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_138_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05T01_001W6;0;;0;;0;0;0;0;0
1572;072HH05T01_001W7;Max Grenzwert VL TempHG West_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_139_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05T01_001W7;0;;0;;0;0;0;0;0
1573;072HH05T01_001W8;MW Aussentemp HG West_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_140_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05T01_001W8;0;;0;;0;0;0;0;0
1574;072HH05V01_001Y1;AO Regelventil HG West_[%];19bc16d;C;;N;;;;;PLC;3;001:7201_30_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05V01_001Y1;0;;0;;0;0;0;0;0
1575;072HH05V01_001Y2;AO Regelventil HG West_[%];19bc16d;C;;N;;;;;PLC;3;001:7201_30_NDA;I;10000;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05V01_001Y2;0;;0;;0;0;0;0;0
1576;072HH06C01_001H1;Zeitbefehl HG 1.UG ( NR);19bc16d;C;;N;;;;;PLC;3;001:7201_99_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06C01_001H1;0;;0;;0;0;0;0;0
1577;072HH06E01_001H1;Betriebswahl HG 1.UG ( ANR0);19bc16d;C;;N;;;;;PLC;3;001:7201_102_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06E01_001H1;0;;0;;0;0;0;0;0
1578;072HH06P01_001D1;Pumpe HG 1.UG;19bc16d;C;;N;;;;;PLC;3;001:7201_88_BI_31;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06P01_001D1;0;;0;;0;0;0;0;0
1579;072HH06P01_001D1_ADD;Pumpe HG 1.UG_[h];19bc16d;C;;N;;;;;PLC;3;001:7201_88_HR;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06P01_001D1_ADD;0;;0;;0;0;0;0;0
1580;072HH06P01_001D2;Pumpe HG 1.UG;19bc16d;C;;N;;;;;PLC;3;001:7201_77_BN_31;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06P01_001D2;0;;0;;0;0;0;0;0
1581;072HH06P01_001H1;Pumpenschalter HG 1.UG (0A1)_[h];19bc16d;C;;N;;;;;PLC;3;001:7201_64_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06P01_001H1;0;;0;;0;0;0;0;0
1582;072HH06P01_001S1;DO Pumpe HG 1.UG;19bc16d;C;;N;;;;;PLC;3;001:7201_39_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06P01_001S1;0;;0;;0;0;0;0;0
1583;072HH06P01_001Z1;Pumpe HG 1.UG_[h];19bc16d;C;;N;;;;;PLC;3;001:7201_158_CI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06P01_001Z1;0;;0;;0;0;0;0;0
1584;072HH06T01_001M1;VL-Temperatur HG 1.UG_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_6_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06T01_001M1;0;;0;;0;0;0;0;0
1585;072HH06T01_001W1;XS Raumtemp Tag HG 1.UG_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_105_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06T01_001W1;0;;0;;0;0;0;0;0
1586;072HH06T01_001W2;SL Heizkurve HG 1.UG;19bc16d;C;;N;;;;;PLC;3;001:7201_104_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06T01_001W2;0;;0;;0;0;0;0;0
1587;072HH06T01_001W3;XSC VL-Temp HG 1.UG_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_111_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06T01_001W3;0;;0;;0;0;0;0;0
1588;072HH06T01_001W4;XS Raumtemp Red HG 1.UG_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_106_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06T01_001W4;0;;0;;0;0;0;0;0
1589;072HH06T01_001W5;XS Heizgrenze HG 1.UG_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_107_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06T01_001W5;0;;0;;0;0;0;0;0
1590;072HH06T01_001W6;Min Grenzwert VL TempHG 1.UG_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_108_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06T01_001W6;0;;0;;0;0;0;0;0
1591;072HH06T01_001W7;Max Grenzwert VL TempHG 1.UG_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_109_AO;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06T01_001W7;0;;0;;0;0;0;0;0
1592;072HH06T01_001W8;MW Aussentemp HG 1.UG_[°C];19bc16d;C;;N;;;;;PLC;3;001:7201_110_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06T01_001W8;0;;0;;0;0;0;0;0
1593;072HH06V01_001Y1;AO Regelventil HG 1.UG_[%];19bc16d;C;;N;;;;;PLC;3;001:7201_24_AI;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06V01_001Y1;0;;0;;0;0;0;0;0
1594;072HH06V01_001Y2;AO Regelventil HG 1.UG_[%];19bc16d;C;;N;;;;;PLC;3;001:7201_24_NDA;I;10000;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH06V01_001Y2;0;;0;;0;0;0;0;0
1595;072SS01A01_001D1;Spannung Allgemein SGK Allg.;19bc16d;C;;N;;;;;PLC;3;001:7201_75_BN_31;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01A01_001D1;0;;0;;0;0;0;0;0
1596;072SS01A01_002D1;Spannung Steuerung SGK Allg.;19bc16d;C;;N;;;;;PLC;3;001:7201_76_BN_31;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01A01_002D1;0;;0;;0;0;0;0;0
1597;072SS01A01_003H1;Sammelalarm AS7201;19bc16d;C;;N;;;;;PLC;3;001:7201_81_BI_31;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01A01_003H1;0;;0;;0;0;0;0;0
1598;072SS01A01_003S1;DO Sammelalarm AS7201SGK Allg;19bc16d;C;;N;;;;;PLC;3;001:7201_32_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01A01_003S1;0;;0;;0;0;0;0;0
1599;072SS01A01_004S1;DO Fernalarmierung A.Z.;19bc16d;C;;N;;;;;PLC;3;001:7201_33_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01A01_004S1;0;;0;;0;0;0;0;0
1600;072SS01A01_005S1;DO Quit.Sammelalarm SGK Allg.;19bc16d;C;;N;;;;;PLC;3;001:7201_34_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01A01_005S1;0;;0;;0;0;0;0;0
1602;072SS01A01_006S1;DO AS Ueberwachung SGK Allg;19bc16d;C;;N;;;;;PLC;3;001:7201_36_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01A01_006S1;0;;0;;0;0;0;0;0
1603;072SS01E01_001D1;HW Quittierung SA SGK Allgm.;19bc16d;C;;N;;;;;PLC;3;001:7201_163_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01E01_001D1;0;;0;;0;0;0;0;0
1604;072SS01E01_002H1;SW Quit. Sammelalarm SGK Allg.;19bc16d;C;;N;;;;;PLC;3;001:7201_67_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01E01_002H1;0;;0;;0;0;0;0;0
1605;072SS01L01_001S1;DO Hand-Not SGK Allg.;19bc16d;C;;N;;;;;PLC;3;001:7201_35_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072SS01L01_001S1;0;;0;;0;0;0;0;0
1931;072HH05P01_001S1;DO Pumpe HG West;19bc16d;C;;N;;;;;PLC;3;001:7201_42_DO;N;;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;072HH05P01_001S1;0;;0;;0;0;0;0;0
